PKNC_1,PKNC_2,PKNC_3,PKNC_4,PKNC_5,PKNC_6,PKNC_7,PKNC_8,PKNC_9,PKNC_10,PKNC_11,PKNC_12,PKNC_13,PKNC_14,PKNC_15,PKNC_16,PKNC_17,PKNC_18,PKNC_19,PKNC_20,PKNC_21
0.02657111,0,0.02657111,0,0,0,0.05314221,0.05314221,0.02657111,0.10628442,0.05314221,0.02657111,0,0,0.07971332,0.02657111,0.09890619,0.10992494,0.08632276,0.11090983,0.11565638
0.02610044,0,0.02610044,0,0,0.02610044,0.05220087,0.05220087,0.02610044,0.07830131,0.05220087,0.02610044,0,0,0.07830131,0.02610044,0.09686977,0.10623122,0.09202213,0.1126251,0.12244393
0.02615516,0,0.02615516,0,0,0.02615516,0.05231032,0.05231032,0.02615516,0.07846547,0.05231032,0.02615516,0,0.02615516,0.05231032,0.02615516,0.09727227,0.10431579,0.09467855,0.10869081,0.12424973
0.02646061,0,0.02646061,0,0,0.02646061,0.05292121,0.05292121,0.02646061,0.07938182,0.05292121,0.02646061,0,0.02646061,0.05292121,0.02646061,0.09213991,0.10521539,0.09187046,0.10996013,0.1245232
0.02709849,0,0.02709849,0,0,0.02709849,0.05419699,0.05419699,0.02709849,0.05419699,0.05419699,0.02709849,0,0.05419699,0.05419699,0.02709849,0.08689333,0.10775182,0.0905758,0.10920206,0.1178041
0.02696207,0,0.02696207,0,0,0.02696207,0.02696207,0.05392414,0.02696207,0.05392414,0.05392414,0.02696207,0,0.05392414,0.05392414,0.05392414,0.08476531,0.10418273,0.09290451,0.11059872,0.12223146
0.02784994,0,0.02784994,0,0,0.02784994,0.02784994,0.08354983,0.02784994,0.02784994,0.05569989,0.02784994,0,0.05569989,0.05569989,0.05569989,0.08512515,0.10089118,0.07999699,0.11027222,0.12241546
0.0276642,0,0.0276642,0,0,0.0276642,0.0276642,0.08299259,0.0276642,0.0553284,0.0276642,0.0276642,0,0.0553284,0.0553284,0.0553284,0.08732864,0.10164113,0.08275562,0.1118649,0.11845414
0.02774541,0,0,0,0,0.02774541,0.02774541,0.08323622,0.02774541,0.05549081,0.02774541,0.02774541,0,0.05549081,0.08323622,0.05549081,0.09140178,0.10140501,0.0848554,0.1109598,0.11196071
0,0,0,0.0283029,0,0.0283029,0.0283029,0.08490871,0.0283029,0.05660581,0.0283029,0.0283029,0,0.05660581,0.08490871,0.05660581,0.08721142,0.10728162,0.08191282,0.10129069,0.11285118
0,0,0,0.0287773,0,0.0287773,0.0287773,0.0863319,0,0.0575546,0.0287773,0.0287773,0.0287773,0.0575546,0.0863319,0.0575546,0.08487938,0.1048822,0.08923586,0.10103849,0.10197267
0,0,0,0.02871102,0,0.02871102,0.02871102,0.11484408,0,0.05742204,0.02871102,0.02871102,0.02871102,0.05742204,0.05742204,0.05742204,0.08593621,0.10137781,0.09192883,0.10496895,0.09898984
0,0.0288668,0,0.0288668,0,0.0288668,0.0288668,0.0866004,0,0.0577336,0.0288668,0.0288668,0.0288668,0.0577336,0.0577336,0.0577336,0.08272153,0.10431315,0.09303983,0.10556718,0.0947559
0.02937367,0.02937367,0,0.02937367,0,0.02937367,0.02937367,0.088121,0,0.02937367,0.02937367,0.02937367,0.02937367,0.05874733,0.05874733,0.05874733,0.08267525,0.09907472,0.09242513,0.10414463,0.09295429
0.02962775,0.02962775,0,0.02962775,0.02962775,0.02962775,0.02962775,0.08888324,0,0.02962775,0.02962775,0.02962775,0.02962775,0.05925549,0.02962775,0.05925549,0.08374604,0.09925673,0.09058003,0.10404857,0.0890692
0.02990354,0.02990354,0,0.02990354,0.02990354,0.02990354,0.02990354,0.08971062,0,0.05980708,0.02990354,0.02990354,0.02990354,0.05980708,0.02990354,0.02990354,0.08425177,0.10014685,0.08464449,0.09939626,0.09329692
0.02999651,0.02999651,0,0.02999651,0.02999651,0.02999651,0.02999651,0.08998952,0,0.05999301,0.02999651,0,0.02999651,0.05999301,0.05999301,0.02999651,0.08664959,0.09670891,0.08461692,0.10018841,0.09189907
0.03045972,0.03045972,0,0.03045972,0.03045972,0.03045972,0.03045972,0.09137915,0,0.06091943,0,0.03045972,0.03045972,0.06091943,0.06091943,0.03045972,0.08323216,0.09624966,0.0826622,0.10188089,0.08770022
0.03032744,0.03032744,0,0.03032744,0.03032744,0.03032744,0.03032744,0.09098231,0,0.06065487,0,0.03032744,0.03032744,0.06065487,0.06065487,0.03032744,0.08157234,0.09500704,0.08811864,0.10150547,0.08790265
0.03035539,0.03035539,0,0.03035539,0.03035539,0,0.03035539,0.09106617,0,0.09106617,0,0.03035539,0.03035539,0.06071078,0.06071078,0.03035539,0.08860893,0.09569213,0.09350724,0.08530169,0.09049299
0.0299241,0.0299241,0,0.0299241,0.0299241,0,0.05984821,0.08977231,0,0.08977231,0,0.0299241,0.0299241,0.0299241,0.05984821,0.0299241,0.09559646,0.09433254,0.08993813,0.08765034,0.09384868
0.02969388,0.02969388,0,0.02969388,0.02969388,0,0.05938776,0.05938776,0,0.08908165,0,0.02969388,0.02969388,0.05938776,0.05938776,0.02969388,0.09853061,0.09624935,0.09510294,0.08092989,0.09469733
0.02988463,0.02988463,0,0.02988463,0.02988463,0,0.05976926,0.05976926,0,0.08965389,0,0.05976926,0.02988463,0.02988463,0.05976926,0.02988463,0.0948701,0.10152929,0.09424422,0.08390782,0.08752523
0.02985991,0.02985991,0,0.02985991,0.02985991,0,0.05971982,0.05971982,0,0.08957972,0.02985991,0.05971982,0.02985991,0.02985991,0.05971982,0,0.09646694,0.0924385,0.09624356,0.08569905,0.09167361
0.02947187,0.02947187,0.02947187,0.02947187,0.02947187,0,0.05894373,0.02947187,0,0.0884156,0.02947187,0.05894373,0.02947187,0.02947187,0.05894373,0,0.09226099,0.09300568,0.09705854,0.08599905,0.10118216
0.03006517,0.03006517,0.03006517,0.03006517,0.06013035,0,0.06013035,0.03006517,0,0.06013035,0.03006517,0.06013035,0.03006517,0.03006517,0.06013035,0,0.08947849,0.09136511,0.09174903,0.08270501,0.10352925
0.02972977,0.02972977,0.02972977,0.02972977,0.05945953,0.02972977,0.05945953,0.02972977,0,0.05945953,0.02972977,0.05945953,0.02972977,0.02972977,0.02972977,0,0.09107213,0.09573699,0.09528379,0.08580536,0.09696595
0.0296513,0.0593026,0.0296513,0,0.0593026,0.0296513,0.0593026,0.0296513,0,0.0593026,0.0296513,0.0593026,0.0296513,0.0296513,0.0296513,0,0.09460252,0.09257755,0.0935406,0.09068203,0.09487389
0.02993209,0.05986419,0.02993209,0,0.08979628,0.02993209,0.05986419,0.02993209,0,0.05986419,0.02993209,0.05986419,0,0.02993209,0.02993209,0,0.09307549,0.09434225,0.09115316,0.09066541,0.091986
0.03051574,0.09154721,0.03051574,0,0.09154721,0.03051574,0.06103147,0,0,0.06103147,0.03051574,0.06103147,0,0.03051574,0.03051574,0,0.09159221,0.08681466,0.09447144,0.08370333,0.0941351
0.03087199,0.06174397,0.03087199,0,0.12348795,0.03087199,0.06174397,0,0,0.06174397,0.03087199,0.06174397,0,0.03087199,0.03087199,0,0.08808625,0.08613071,0.09150817,0.08699888,0.09158021
0,0.09710213,0.03236738,0,0.12946951,0.03236738,0.06473475,0,0,0.06473475,0.03236738,0.06473475,0,0.03236738,0.03236738,0,0.08820399,0.07290572,0.08918863,0.07948949,0.08759938
0,0.09954134,0.03318045,0,0.13272178,0.03318045,0.06636089,0,0,0.06636089,0.03318045,0.06636089,0,0.03318045,0.03318045,0,0.0852114,0.07192998,0.08822048,0.07440105,0.08298906
0,0.10080246,0.03360082,0,0.13440328,0.03360082,0.06720164,0,0,0.03360082,0.03360082,0.06720164,0,0.06720164,0.03360082,0,0.08288791,0.07214337,0.08262309,0.0812386,0.0762923
0,0.10081759,0.03360586,0.03360586,0.13442345,0.03360586,0.06721173,0,0,0.03360586,0.03360586,0.06721173,0,0.06721173,0,0,0.08713131,0.07177639,0.07849937,0.08081901,0.07686838
0,0.10038266,0.03346089,0.03346089,0.13384354,0.03346089,0.06692177,0,0.03346089,0.03346089,0.03346089,0.03346089,0,0.06692177,0,0,0.08763917,0.07129645,0.07585053,0.08041517,0.08250275
0,0.10163449,0.06775633,0.03387816,0.13551265,0.03387816,0.03387816,0,0.03387816,0.03387816,0.03387816,0.03387816,0,0.06775633,0,0,0.08131876,0.07586358,0.07801842,0.07727886,0.07771345
0,0.10381213,0.06920809,0.03460404,0.13841618,0.03460404,0.03460404,0,0.06920809,0,0.03460404,0.03460404,0,0.06920809,0,0,0.07548895,0.06986284,0.08202924,0.07676096,0.0729852
0,0.10347212,0.06898141,0.03449071,0.13796282,0.03449071,0,0,0.06898141,0,0.06898141,0.03449071,0,0.06898141,0,0,0.0727716,0.06926414,0.07680021,0.08507315,0.0752582
0,0.10192657,0.06795105,0.03397552,0.13590209,0.03397552,0.03397552,0,0.06795105,0,0.06795105,0.03397552,0,0.03397552,0,0,0.07541012,0.06801448,0.07435692,0.08693361,0.08372543
0,0.10139645,0.06759763,0.03379882,0.13519527,0.03379882,0.03379882,0,0.06759763,0,0.06759763,0,0,0.06759763,0,0,0.07482406,0.07074895,0.07481928,0.08490113,0.08632786
0,0.10239738,0.06826492,0.03413246,0.13652984,0.03413246,0.03413246,0.03413246,0.06826492,0,0.03413246,0,0,0.06826492,0,0,0.07089612,0.06794151,0.07826526,0.08523245,0.08328039
0,0.13529391,0.03382348,0.03382348,0.13529391,0.03382348,0.03382348,0.03382348,0.06764695,0,0.03382348,0,0,0.06764695,0,0,0.07239138,0.06238396,0.08177188,0.09120499,0.08342519
0,0.13259477,0.03314869,0.03314869,0.13259477,0.03314869,0.03314869,0.03314869,0.06629738,0,0.03314869,0,0,0.06629738,0,0,0.06620621,0.06422227,0.0857643,0.09438086,0.09274993
0,0.13299004,0.03324751,0.03324751,0.13299004,0.03324751,0.03324751,0.03324751,0.06649502,0,0.03324751,0,0,0.06649502,0,0,0.06676715,0.06402742,0.08457561,0.090703,0.09547164
0,0.09798223,0.03266074,0.03266074,0.13064297,0.06532149,0.03266074,0.03266074,0.06532149,0,0.03266074,0,0,0.06532149,0,0,0.06389865,0.06965635,0.08797219,0.0948728,0.09570663
0,0.12920539,0.03230135,0.03230135,0.09690404,0.0646027,0.03230135,0.03230135,0.0646027,0,0.03230135,0,0,0.0646027,0,0,0.06746205,0.07519909,0.08700416,0.09382883,0.09508161
0,0.0966696,0.0322232,0.0322232,0.1288928,0.0644464,0.0322232,0.0322232,0.0644464,0,0.0322232,0,0,0.0644464,0,0,0.06729883,0.08168552,0.09201673,0.08794858,0.09103276
0,0.09642819,0.03214273,0.03214273,0.09642819,0.09642819,0.03214273,0.03214273,0.06428546,0,0.03214273,0,0,0.06428546,0,0,0.07172785,0.08775978,0.08633382,0.08234819,0.0932612
0,0.06474982,0.03237491,0.03237491,0.09712474,0.12949965,0.03237491,0.03237491,0.06474982,0,0.03237491,0,0,0.06474982,0,0,0.07057061,0.09012359,0.08847865,0.07829222,0.08978651
0,0.06538997,0.03269498,0.03269498,0.06538997,0.16347492,0.03269498,0.03269498,0.06538997,0,0.03269498,0,0,0.06538997,0,0,0.06637405,0.08622554,0.09151828,0.08252767,0.08484475
0,0.03594996,0,0,0,0.28759968,0.03594996,0.10784988,0.03594996,0,0,0,0,0.14379984,0,0,0.05679118,0.07866457,0.07149515,0.07162797,0.07432186
0,0.03417766,0,0,0,0.23924363,0.03417766,0.10253298,0.03417766,0,0,0,0,0.13671065,0,0.03417766,0.06299142,0.09084225,0.08135097,0.06719037,0.08242708
0,0.03281841,0,0,0,0.19691044,0.03281841,0.09845522,0.03281841,0,0,0,0,0.13127362,0,0.06563681,0.06048623,0.09303969,0.08914881,0.08213789,0.08445607
0,0.03185473,0,0,0,0.15927363,0.03185473,0.09556418,0.03185473,0,0,0,0,0.1274189,0,0.09556418,0.05562972,0.08538303,0.09603777,0.0968283,0.09273613
0.02991084,0.02991084,0,0.02991084,0.02991084,0,0.02991084,0.05982167,0,0.02991084,0,0.02991084,0.02991084,0.05982167,0.02991084,0.14955419,0.0681655,0.08878355,0.08584254,0.11285033,0.10596301
0.02961581,0.02961581,0,0.02961581,0.02961581,0,0.02961581,0.08884742,0,0.02961581,0,0.02961581,0.02961581,0.05923162,0.02961581,0.11846323,0.07115551,0.08949536,0.07963709,0.11058128,0.11604622
0.0295352,0.0295352,0,0.0295352,0.0295352,0,0.0295352,0.0886056,0,0.0295352,0,0.0295352,0.0295352,0.0886056,0.0295352,0.0886056,0.07245193,0.09250522,0.07536268,0.11208969,0.11595688
0.03000588,0.03000588,0,0.03000588,0.03000588,0,0.03000588,0.12002351,0,0.03000588,0,0.03000588,0.03000588,0.09001764,0.03000588,0.06001176,0.07032981,0.09011473,0.08076903,0.11120848,0.10747214
0.03036698,0.03036698,0,0,0.03036698,0,0.03036698,0.12146791,0,0.03036698,0,0.03036698,0.03036698,0.12146791,0.03036698,0.06073395,0.07098749,0.08604796,0.07852097,0.11491557,0.10292241
0.03050232,0.03050232,0,0,0.03050232,0,0.03050232,0.12200929,0,0.03050232,0,0.06100464,0,0.12200929,0.03050232,0.06100464,0.07125633,0.08641242,0.07624297,0.11413492,0.10291157
0.0305955,0.0305955,0,0,0.0305955,0,0.0305955,0.12238198,0,0.0305955,0.0305955,0.06119099,0,0.12238198,0.0305955,0.0305955,0.07319059,0.08564324,0.07912776,0.10941484,0.10190466
0.03043421,0.03043421,0,0,0.03043421,0,0.03043421,0.09130264,0,0.03043421,0.06086843,0.06086843,0,0.12173685,0.03043421,0.03043421,0.07126932,0.08673296,0.08128762,0.1138095,0.09908476
0.03048893,0.03048893,0,0,0.03048893,0,0.06097785,0.09146678,0,0.03048893,0.06097785,0.06097785,0,0.09146678,0.03048893,0.03048893,0.07474063,0.08867969,0.08325764,0.10497372,0.09954765
0.03035611,0.03035611,0,0,0.03035611,0.03035611,0.06071223,0.09106834,0,0.03035611,0.06071223,0.03035611,0,0.09106834,0.03035611,0.03035611,0.07571465,0.09261075,0.0803519,0.10847135,0.09644133
0.0307502,0.0307502,0,0,0.0307502,0.0307502,0.0307502,0.09225061,0,0.0307502,0.06150041,0.0307502,0,0.12300081,0.0307502,0.0307502,0.07327682,0.08699582,0.08333604,0.1063516,0.09653608
0.02929714,0,0,0,0.02929714,0.02929714,0.02929714,0.08789141,0,0.02929714,0.05859428,0.02929714,0,0.11718855,0.02929714,0.05859428,0.07167108,0.09503711,0.08603935,0.11463145,0.10527253
0,0,0,0,0.02929007,0.02929007,0.02929007,0.08787021,0,0.02929007,0.05858014,0.02929007,0,0.11716029,0.02929007,0.08787021,0.0663835,0.08746617,0.09286769,0.11741627,0.10864508
0,0,0,0,0,0.02956422,0.02956422,0.11825686,0,0.02956422,0.05912843,0.02956422,0,0.11825686,0.02956422,0.08869265,0.06449025,0.08966812,0.0907606,0.11836478,0.10456037
0,0,0,0,0,0.06012241,0.03006121,0.12024483,0,0,0.06012241,0.03006121,0,0.12024483,0.03006121,0.09018362,0.06240381,0.09611967,0.10028307,0.10506939,0.09502234
0,0,0,0,0,0.08852189,0.0295073,0.11802918,0,0,0.05901459,0.0295073,0,0.11802918,0,0.08852189,0.05862551,0.09484941,0.10760525,0.1157837,0.09200481
0,0,0,0,0,0.08405883,0.02801961,0.08405883,0,0.02801961,0.05603922,0.02801961,0,0.11207845,0,0.08405883,0.0599196,0.09240325,0.11130486,0.12576687,0.10625242
0,0,0,0,0,0.0810043,0.02700143,0.0810043,0,0.02700143,0.0810043,0.02700143,0,0.0810043,0,0.0810043,0.05632847,0.09403488,0.11412616,0.12919365,0.12029104
0,0,0.02684689,0,0,0.08054066,0.02684689,0.08054066,0,0.02684689,0.08054066,0.02684689,0,0.08054066,0,0.05369377,0.05771106,0.09390458,0.11829094,0.12906321,0.11778624
0.02559696,0,0.02559696,0,0,0.07679087,0.02559696,0.05119392,0,0.02559696,0.07679087,0.02559696,0,0.07679087,0,0.05119392,0.05663567,0.10223438,0.12599522,0.1348331,0.11955638
0.04971476,0,0.02485738,0,0,0.07457214,0.02485738,0.04971476,0,0.02485738,0.07457214,0.02485738,0,0.04971476,0,0.04971476,0.0537452,0.10227572,0.13214084,0.13921745,0.12518794
0.07407458,0,0.02469153,0,0,0.07407458,0.02469153,0.02469153,0,0.02469153,0.07407458,0.02469153,0,0.04938305,0,0.04938305,0.05214087,0.0981275,0.12619566,0.14346594,0.13562257
0.12483679,0.09362759,0.0312092,0,0.12483679,0.06241839,0,0.0312092,0.0312092,0.0312092,0,0,0,0.0312092,0,0,0.07492066,0.10313403,0.10098765,0.09160614,0.06758598
0.09307264,0.09307264,0.03102421,0,0.12409685,0.06204843,0,0.03102421,0.03102421,0.03102421,0.03102421,0,0,0.03102421,0,0,0.07765399,0.11112126,0.10297593,0.08163707,0.06817591
0.06197112,0.09295668,0.03098556,0,0.12394224,0.06197112,0,0.03098556,0.03098556,0.03098556,0.06197112,0,0,0.03098556,0,0,0.07755724,0.10843076,0.09406089,0.08355047,0.07866057
0.03123329,0.09369987,0.03123329,0,0.12493316,0.06246658,0,0.03123329,0.03123329,0.03123329,0.06246658,0,0,0.03123329,0.03123329,0,0.07936743,0.09957346,0.0944076,0.08925983,0.07519249
0.03066166,0.09198497,0.03066166,0,0.09198497,0.06132331,0,0.06132331,0.03066166,0.03066166,0.06132331,0,0,0.03066166,0.03066166,0,0.07467414,0.10565461,0.09665577,0.09688299,0.0742227
0.0308386,0.12335438,0.0308386,0,0.09251579,0.0308386,0,0.06167719,0.0308386,0.0308386,0.06167719,0,0,0.0308386,0.0308386,0,0.07436478,0.0938742,0.09952313,0.10358899,0.07355416
0.0307467,0.09224011,0.0307467,0,0.12298682,0.0307467,0,0.06149341,0.0307467,0.0307467,0.06149341,0,0,0.0307467,0.0307467,0,0.06958653,0.09645396,0.09696663,0.10677779,0.07677442
0,0.09344923,0.03114974,0,0.12459898,0.03114974,0,0.06229949,0.03114974,0.06229949,0.06229949,0,0,0.03114974,0.03114974,0,0.07139528,0.08943568,0.09818262,0.09853609,0.08175493
0.05864981,0,0.08797472,0.02932491,0.02932491,0.02932491,0,0.02932491,0.05864981,0.05864981,0,0.02932491,0.02932491,0,0.05864981,0.02932491,0.07190136,0.09944905,0.11214098,0.10583873,0.08282155
0.05253244,0.02626622,0.02626622,0,0,0,0.02626622,0.02626622,0.02626622,0.05253244,0.1313311,0.02626622,0,0,0.05253244,0.02626622,0.07228739,0.11478077,0.11971734,0.10686596,0.11355657
0.05293361,0.02646681,0.02646681,0,0,0,0.02646681,0.02646681,0.05293361,0.02646681,0.13233403,0.02646681,0,0,0.05293361,0.02646681,0.07468044,0.11437147,0.12107011,0.10419333,0.10928216
0,0.02934753,0,0.05869506,0.05869506,0.05869506,0,0.05869506,0.05869506,0,0.02934753,0,0,0.05869506,0.05869506,0.05869506,0.06506839,0.09569004,0.10198534,0.10423729,0.10476339
0,0.0282478,0.11299118,0.0282478,0,0.0282478,0,0.05649559,0.08474339,0.05649559,0,0,0.05649559,0,0.0282478,0.0282478,0.07255954,0.09176373,0.10602208,0.11587185,0.10532247
0,0.03003607,0,0.03003607,0.03003607,0.06007214,0.03003607,0.06007214,0,0.03003607,0,0.03003607,0.03003607,0.09010821,0.03003607,0.09010821,0.08081851,0.09975657,0.07806613,0.10342996,0.09727959
0.06361176,0.09541764,0.03180588,0.06361176,0.06361176,0,0.03180588,0,0.06361176,0,0.03180588,0.03180588,0.03180588,0,0.06361176,0,0.06920856,0.09353099,0.08976153,0.0864601,0.08853301
0,0,0,0,0,0.03054223,0.03054223,0.0916267,0,0.03054223,0.03054223,0.06108447,0,0.06108447,0.0916267,0.12216893,0.07905498,0.10116638,0.0919587,0.09332357,0.08473616
0.05385167,0,0.02692583,0.02692583,0.02692583,0.13462917,0,0.02692583,0,0,0.05385167,0.05385167,0.02692583,0.02692583,0.02692583,0,0.05555972,0.10437092,0.12178663,0.11443823,0.11917947
0.05532547,0,0,0.05532547,0,0.05532547,0.02766273,0.02766273,0.05532547,0.02766273,0.05532547,0.02766273,0,0.02766273,0.0829882,0,0.06616342,0.09535062,0.10825753,0.12007169,0.11222754
0,0.03008282,0,0.06016565,0.03008282,0.06016565,0.03008282,0.06016565,0,0.03008282,0,0.03008282,0.03008282,0.06016565,0.03008282,0.09024847,0.07782546,0.0969872,0.0839084,0.09923247,0.10055565
0,0,0,0,0,0,0,0.09048614,0,0.03016205,0.09048614,0.06032409,0,0.06032409,0.09048614,0.12064819,0.06757246,0.10115196,0.08685974,0.097084,0.104415
0,0,0,0,0,0,0,0.09143255,0,0.03047752,0.09143255,0.06095503,0,0.06095503,0.09143255,0.12191007,0.06595152,0.09235048,0.08776822,0.09636219,0.10897227
0.08377507,0.02792502,0.02792502,0,0.02792502,0.08377507,0,0.05585005,0,0,0,0.02792502,0.02792502,0.05585005,0.02792502,0.05585005,0.05489019,0.10215577,0.1141756,0.11579558,0.11033245
0,0,0,0,0.0302642,0.0302642,0,0.06052841,0,0.0302642,0.09079261,0.06052841,0,0.06052841,0.09079261,0.09079261,0.06867682,0.08646497,0.08597553,0.09998591,0.11414113
0.05946499,0,0.08919749,0.0297325,0.0297325,0,0.0297325,0,0.05946499,0.0297325,0,0.05946499,0.0297325,0.0297325,0.05946499,0.0297325,0.06979651,0.08856623,0.10015649,0.11266059,0.09363525
0.02923768,0.08771304,0,0.02923768,0,0.02923768,0.02923768,0.02923768,0.11695072,0,0.11695072,0,0,0,0.05847536,0,0.07268313,0.11979028,0.12296189,0.08217186,0.07611458
0,0,0.05877577,0,0.05877577,0,0,0.05877577,0,0.05877577,0.05877577,0.05877577,0,0.05877577,0.02938789,0.08816366,0.07264492,0.09227586,0.10670312,0.10891286,0.0904813
0.03012102,0.03012102,0.06024205,0.06024205,0.06024205,0.06024205,0,0,0.03012102,0,0,0.06024205,0.06024205,0.06024205,0,0.03012102,0.07226871,0.09744758,0.07774784,0.09969035,0.11066711
0.08361975,0.02787325,0.02787325,0,0.02787325,0.08361975,0,0.02787325,0,0.02787325,0,0.0557465,0.02787325,0,0.0557465,0.0557465,0.05916816,0.10007513,0.11330836,0.11283407,0.11289576
0.02873506,0,0.05747013,0,0.02873506,0,0,0.05747013,0,0.05747013,0.05747013,0.05747013,0,0.05747013,0.05747013,0.05747013,0.0783022,0.1098392,0.11203094,0.09443672,0.08815978
0,0,0.03053978,0,0.03053978,0.03053978,0,0.06107957,0,0.03053978,0.09161935,0.06107957,0,0.06107957,0.06107957,0.09161935,0.06582097,0.09474074,0.08946207,0.09355852,0.1067016
0.09129228,0.03043076,0.03043076,0.03043076,0.09129228,0.03043076,0.03043076,0.03043076,0,0.06086152,0,0.03043076,0,0.03043076,0.06086152,0,0.06735737,0.07493516,0.09541437,0.11690908,0.09763033
0.03029588,0.06059175,0.03029588,0.03029588,0.06059175,0.06059175,0.03029588,0,0.06059175,0.03029588,0.06059175,0.03029588,0,0,0.06059175,0,0.07681077,0.09815168,0.10302958,0.09775412,0.07892806
0.09359056,0.0623937,0,0.03119685,0.0623937,0.03119685,0.03119685,0.03119685,0,0.0623937,0,0.03119685,0.03119685,0.03119685,0.0623937,0,0.0663462,0.06579205,0.09257053,0.11564644,0.09810143
0.09294337,0.06196224,0,0.03098112,0.09294337,0.03098112,0.03098112,0.03098112,0,0.06196224,0,0.03098112,0,0.03098112,0.06196224,0,0.06718457,0.06715155,0.0929108,0.11593629,0.0991566
0.08762739,0,0.02920913,0.02920913,0.05841826,0.02920913,0.02920913,0.02920913,0,0.05841826,0,0.05841826,0,0.02920913,0.05841826,0.02920913,0.07224562,0.07918172,0.09399855,0.12402036,0.10478941
0.02981412,0.02981412,0.05962825,0.02981412,0.02981412,0.05962825,0.02981412,0.02981412,0.05962825,0.02981412,0,0.02981412,0.05962825,0.02981412,0.02981412,0,0.06988756,0.07937459,0.098996,0.10862257,0.10646503
0.0286708,0,0.0573416,0.0286708,0.0573416,0.0573416,0,0,0.0286708,0.0573416,0.1146832,0.0286708,0,0,0.0286708,0.0286708,0.07959928,0.1176406,0.12165015,0.10412771,0.06090784
0.0605062,0,0.0907593,0.0302531,0.0302531,0,0.0302531,0,0.0605062,0.0302531,0.0605062,0.0605062,0,0.0302531,0.0605062,0,0.07103711,0.08875289,0.09653648,0.10548329,0.09363442
0.05683905,0,0.02841952,0.02841952,0,0.05683905,0.02841952,0.02841952,0.02841952,0.02841952,0.05683905,0.05683905,0,0.02841952,0.08525857,0,0.06247631,0.09432572,0.11205176,0.11567057,0.10392422
0.03056728,0.09170183,0.03056728,0.03056728,0.06113455,0,0.03056728,0,0.09170183,0.03056728,0.06113455,0.03056728,0,0,0.06113455,0,0.0770776,0.0976568,0.10130712,0.09490916,0.07883835
0.05251284,0.02625642,0.02625642,0,0,0,0.02625642,0.02625642,0.05251284,0.02625642,0.1312821,0.02625642,0,0,0.05251284,0.02625642,0.07903611,0.11248622,0.1122358,0.1095425,0.1140838
0,0.02960211,0,0.02960211,0.02960211,0.08880632,0.02960211,0.05920421,0,0.02960211,0,0.02960211,0.02960211,0.08880632,0.02960211,0.05920421,0.07754231,0.09600984,0.08616833,0.10563141,0.10181021
0.05768171,0,0.02884086,0.02884086,0.02884086,0.05768171,0.02884086,0.02884086,0.02884086,0.02884086,0.05768171,0.05768171,0,0.02884086,0.05768171,0,0.06362087,0.09199129,0.10785351,0.11337105,0.10402786
0.06369111,0.09553667,0.03184556,0.06369111,0.06369111,0,0.03184556,0,0.06369111,0,0.03184556,0.03184556,0.06369111,0,0.03184556,0,0.07175641,0.09364767,0.09091692,0.09031361,0.08014537
0.05521069,0.02760535,0,0.02760535,0.02760535,0.08281604,0.02760535,0.05521069,0,0,0,0.02760535,0.02760535,0.08281604,0,0.05521069,0.06500663,0.0927471,0.08947597,0.12410842,0.13176564
0.08910037,0.08910037,0.02970012,0,0.08910037,0.08910037,0,0.02970012,0,0.02970012,0,0,0.02970012,0.02970012,0,0.02970012,0.07195132,0.11096465,0.11671237,0.08401573,0.08175369
0.05794963,0,0.11589925,0.02897481,0.02897481,0.02897481,0,0.02897481,0.05794963,0.05794963,0,0.02897481,0.02897481,0,0.02897481,0.02897481,0.07596987,0.099684,0.10851419,0.10838,0.08590531
0.02741488,0,0.08224463,0.02741488,0.05482975,0.05482975,0,0,0.02741488,0.08224463,0.05482975,0,0.02741488,0,0,0.05482975,0.07622575,0.1152433,0.12254771,0.10992201,0.08259344
0.051131,0,0.0255655,0.0255655,0.0255655,0.1278275,0,0.0255655,0,0.0255655,0.0255655,0.0255655,0.051131,0.0255655,0.0255655,0,0.05563697,0.10480165,0.12499027,0.13534765,0.11904447
0.0262628,0,0.07878841,0.0262628,0.05252561,0.07878841,0,0,0.0262628,0.05252561,0.05252561,0,0.0262628,0,0,0.05252561,0.06790726,0.11021642,0.12174832,0.11790556,0.10949199
0.0305322,0.0915966,0.0305322,0,0.12212879,0.0305322,0,0.0610644,0,0.0305322,0,0,0.0305322,0.0610644,0,0.0610644,0.06832143,0.08898221,0.10369582,0.10423929,0.08518168
0.06224904,0.03112452,0.03112452,0.03112452,0.06224904,0,0.03112452,0.03112452,0.03112452,0.03112452,0,0.06224904,0.03112452,0.06224904,0.03112452,0.03112452,0.08129536,0.09138887,0.06538523,0.09082201,0.11086714
0.05286115,0,0.02643057,0.05286115,0,0.07929172,0,0.07929172,0.02643057,0.02643057,0,0,0.02643057,0.05286115,0.02643057,0.02643057,0.06871447,0.10924308,0.11608263,0.12875683,0.10145264
0,0.05813246,0,0,0,0.02906623,0.02906623,0.08719869,0.05813246,0.02906623,0.02906623,0.02906623,0,0.05813246,0.05813246,0.05813246,0.08597222,0.10585769,0.10006097,0.08944525,0.09547174
